subject_id	predicate_id	object_id	mapping_justification	mapping_set	mapping_set_version	mapping_set_license	mapping_set_confidence	author_id	comment
ncit:C32635	oboinowl:hasDbXref	uberon:0004866	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32656	oboinowl:hasDbXref	uberon:0001199	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32668	oboinowl:hasDbXref	uberon:0007650	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32677	oboinowl:hasDbXref	uberon:0001828	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32712	oboinowl:hasDbXref	uberon:0002398	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32719	oboinowl:hasDbXref	uberon:0008775	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32730	oboinowl:hasDbXref	uberon:0005171	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32736	oboinowl:hasDbXref	uberon:0001143	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32765	oboinowl:hasDbXref	uberon:0001273	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32853	oboinowl:hasDbXref	uberon:0035219	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32884	oboinowl:hasDbXref	uberon:0001274	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32898	oboinowl:hasDbXref	uberon:0001465	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32906	oboinowl:hasDbXref	uberon:0001680	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32974	oboinowl:hasDbXref	uberon:0000978	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32979	oboinowl:hasDbXref	uberon:0000391	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33049	oboinowl:hasDbXref	uberon:0001332	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33073	oboinowl:hasDbXref	uberon:0002524	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33103	oboinowl:hasDbXref	uberon:0002095	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33105	oboinowl:hasDbXref	uberon:0001136	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33156	oboinowl:hasDbXref	uberon:0001705	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33157	oboinowl:hasDbXref	uberon:0001681	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33209	oboinowl:hasDbXref	uberon:0003688	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33278	oboinowl:hasDbXref	uberon:0015857	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33282	oboinowl:hasDbXref	uberon:0002446	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33318	oboinowl:hasDbXref	uberon:0001732	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33506	oboinowl:hasDbXref	uberon:0005473	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33508	oboinowl:hasDbXref	uberon:0005473	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33568	oboinowl:hasDbXref	uberon:0001204	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33763	oboinowl:hasDbXref	uberon:0000376	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33788	oboinowl:hasDbXref	uberon:0001466	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33816	oboinowl:hasDbXref	uberon:0002100	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33868	oboinowl:hasDbXref	uberon:0002412	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C33894	oboinowl:hasDbXref	uberon:0001491	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C34082	oboinowl:hasDbXref	uberon:0001555	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C34320	oboinowl:hasDbXref	uberon:0002331	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C41449	oboinowl:hasDbXref	uberon:0003691	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C43362	oboinowl:hasDbXref	uberon:0001245	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C48821	oboinowl:hasDbXref	uberon:0001708	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C52799	oboinowl:hasDbXref	uberon:0002395	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C52810	oboinowl:hasDbXref	uberon:0001322	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C52834	oboinowl:hasDbXref	uberon:0001463	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C52835	oboinowl:hasDbXref	uberon:0003622	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C52837	oboinowl:hasDbXref	uberon:0003624	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C52838	oboinowl:hasDbXref	uberon:0003625	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C53146	oboinowl:hasDbXref	uberon:0001543	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C54187	oboinowl:hasDbXref	uberon:0003679	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C54188	oboinowl:hasDbXref	uberon:0036214	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C54272	oboinowl:hasDbXref	uberon:0000341	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C62484	oboinowl:hasDbXref	uberon:0016435	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C63705	oboinowl:hasDbXref	uberon:0035162	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C64193	oboinowl:hasDbXref	uberon:0001464	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C66852	oboinowl:hasDbXref	uberon:0001629	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C69315	oboinowl:hasDbXref	uberon:0006073	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C77608	oboinowl:hasDbXref	uberon:0003697	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C77637	oboinowl:hasDbXref	uberon:0003729	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C77641	oboinowl:hasDbXref	uberon:0002509	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C77643	oboinowl:hasDbXref	uberon:0016386	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C77650	oboinowl:hasDbXref	uberon:0002520	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C81169	oboinowl:hasDbXref	uberon:0008199	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C88143	oboinowl:hasDbXref	uberon:0015880	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C89749	oboinowl:hasDbXref	uberon:0004103	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C89803	oboinowl:hasDbXref	uberon:0008200	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C89806	oboinowl:hasDbXref	uberon:0013691	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C89807	oboinowl:hasDbXref	uberon:0000403	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C97112	oboinowl:hasDbXref	uberon:0034971	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C98188	oboinowl:hasDbXref	uberon:0035204	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C98189	oboinowl:hasDbXref	uberon:0035371	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
bto:0006193	skos:exactMatch	mesh:D001016	semapv:MappingChaining	biomappings			1.0		bto:0006193 uberon:0034971 mesh:D001016
mesh:D001016	skos:exactMatch	bto:0006193	semapv:MappingChaining	biomappings			1.0		bto:0006193 uberon:0034971 mesh:D001016
ncit:C12467	skos:exactMatch	uberon:0001806	semapv:MappingChaining	biomappings			1.0		ncit:C12467 mesh:D005728 uberon:0001806
uberon:0001806	skos:exactMatch	ncit:C12467	semapv:MappingChaining	biomappings			1.0		ncit:C12467 mesh:D005728 uberon:0001806
uberon:0002120	skos:exactMatch	ncit:C34280	semapv:MappingChaining	biomappings			1.0		uberon:0002120 mesh:D060910 ncit:C34280
ncit:C34280	skos:exactMatch	uberon:0002120	semapv:MappingChaining	biomappings			1.0		uberon:0002120 mesh:D060910 ncit:C34280
ncit:C32409	skos:exactMatch	uberon:0002631	semapv:MappingChaining	biomappings			1.0		ncit:C32409 mesh:D065843 uberon:0002631
uberon:0002631	skos:exactMatch	ncit:C32409	semapv:MappingChaining	biomappings			1.0		ncit:C32409 mesh:D065843 uberon:0002631
uberon:0002623	skos:exactMatch	ncit:C32291	semapv:MappingChaining	biomappings			1.0		uberon:0002623 mesh:D065850 ncit:C32291
ncit:C32291	skos:exactMatch	uberon:0002623	semapv:MappingChaining	biomappings			1.0		uberon:0002623 mesh:D065850 ncit:C32291
uberon:0002316	skos:exactMatch	ncit:C33892	semapv:MappingChaining	biomappings			1.0		uberon:0002316 mesh:D066127 ncit:C33892
ncit:C33892	skos:exactMatch	uberon:0002316	semapv:MappingChaining	biomappings			1.0		uberon:0002316 mesh:D066127 ncit:C33892
ncit:C32695	skos:exactMatch	uberon:0002020	semapv:MappingChaining	biomappings			1.0		ncit:C32695 mesh:D066128 uberon:0002020
uberon:0002020	skos:exactMatch	ncit:C32695	semapv:MappingChaining	biomappings			1.0		ncit:C32695 mesh:D066128 uberon:0002020
uberon:0002236	skos:exactMatch	ncit:C32391	semapv:MappingChaining	biomappings			1.0		uberon:0002236 mesh:D066186 ncit:C32391
ncit:C32391	skos:exactMatch	uberon:0002236	semapv:MappingChaining	biomappings			1.0		uberon:0002236 mesh:D066186 ncit:C32391
bto:0006267	skos:exactMatch	mesh:D066280	semapv:MappingChaining	biomappings			1.0		bto:0006267 uberon:0005408 mesh:D066280
mesh:D066280	skos:exactMatch	bto:0006267	semapv:MappingChaining	biomappings			1.0		bto:0006267 uberon:0005408 mesh:D066280
bto:0006128	skos:exactMatch	mesh:D013133	semapv:MappingChaining	biomappings			1.0		bto:0006128 uberon:0007703 mesh:D013133
mesh:D013133	skos:exactMatch	bto:0006128	semapv:MappingChaining	biomappings			1.0		bto:0006128 uberon:0007703 mesh:D013133
